slp:resource_uri;cam:dataFalecimento;cam:dataNascimento;cam:ideCadastro;cam:nomeCivil;cam:nomeParlamentarAtual;sen:CodigoParlamentar;sen:NomeCompletoParlamentar;sen:NomeParlamentar
3a3aae7a-bb11-4909-a13e-fc60df9d7d13;;1978-06-21;;JOSE CARLOS BECKER DE OLIVEIRA E SILVA;;;;
d4002ab5-6371-47fd-a20f-81d12c27e11b;;1971-07-08;;EMERSON MIGUEL PETRIV;;;;
28152912-0526-4fcb-9097-7374cbe530a3;;1979-07-26;;ALINE SLEUTJES;;;;
19ee2893-0de5-4e97-8dba-1671f63e0ae7;;1962-06-06;;LUIZ GOULARTE ALVES;;;;
43b310f8-25f1-474d-bffa-d8cced7bb457;;1973-10-26;;NEY LEPREVOST NETO;;;;
7ad6a8f2-c912-46f7-bd2e-09ae42aa64c9;;1950-09-11;;FLAVIO JOSE ARNS;;;;
809765ff-4400-4739-aa69-33d5f4d2f80c;;1983-04-06;;PEDRO DEBONI LUPION MELLO;;;;
34fe09b8-677b-478d-b52b-6cf46ef5ba76;;1945-12-08;;ORIOVISTO GUIMARAES;;;;
446a55f0-fb7c-4333-bac0-80296ccdeab7;;1954-12-09;;JOSE CARLOS SCHIAVINATO;;;;
98d50178-c87f-4fe5-b7d6-5917143314c3;;1991-05-29;;FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO;;;;
0ce0a414-cafe-4149-a9f1-96ed569dbb70;;1959-01-03;;NELSI COGUETTO MARIA;;;;
4433832f-3496-443b-b749-58731ad6bc1c;;1970-12-17;;FERNANDO LUCIO GIACOBO;;;;
36ff5573-84ee-4ede-9b5f-d4ebbd682f6c;;1961-03-07;;JOSE AROLDO SOUZA MARTINS;;;;
e02dfcc4-405f-443b-9116-1760b6659468;;1965-06-09;;GLEISI HELENA HOFFMANN;;;;
760eb9e3-fa0c-40c8-be9b-e68dd6d48b27;;1996-11-04;;LUISA DOS SANTOS SILVEIRA;;;;
638eba91-0fdc-4eb1-b3bb-5efa5aaa66d8;;1959-11-15;;RICARDO JOSE MAGALHAES BARROS;;;;
088dedca-d9e4-4ab7-8936-6e427841402e;;1963-06-11;;GILSON CARDOSO FAHUR;;;;
80419dc4-55e5-4fb0-ace0-0e4ec996ac3d;;1961-03-27;;ENIO JOSE VERRI;;;;
cde38e15-f156-4ca9-8f2a-5ebce278569e;;1963-04-18;;GUSTAVO BONATO FRUET;;;;
4faa395b-b389-47e7-abdc-978b7cd91b96;;1982-11-25;;DANIEL LUCIO DA SILVEIRA;;;;
bfff39ca-a34b-472f-97cd-071aae789218;;1974-02-27;;MARCIO DA SILVEIRA LABRE;;;;
affe111f-e141-4277-9c76-1b0b341d546f;;1962-02-22;;JOAO FRANCISCO INACIO BRAZAO;;;;
ee86f02d-ad58-4a2e-a180-9e23833d84e0;;1968-09-13;;ALTINEU CORTES FREITAS COUTINHO;;;;
fb1534d7-836c-46df-a732-f8f16f996ffb;;1982-07-07;;MARCELO CALERO FARIA GARCIA;;;;
9ad1e2c7-ccdd-4ffa-8ce8-32b65fd3e635;;1976-10-23;;ROGERIO TEIXEIRA JUNIOR;;;;
280b070d-a704-4815-8a53-94aab9548cd4;;1953-11-02;;FRANCISCO JOSE D ANGELO PINTO;;;;
a3310dfe-70e4-4a83-8c74-37059ea55082;;1940-12-27;;LUIZ ANTONIO DA COSTA CARVALHO CORREA DA SILVA;;;;
da125725-f293-43dc-9e82-19e891082eea;;1972-06-01;;ANTONIO DA LUZ FURTADO;;;;
a09bb53d-b367-47ed-8232-2fd3220aba9b;;1982-02-07;;CLARISSA GAROTINHO BARROS ASSED MATHEUS DE OLIVEIRA;;;;
d7d0731e-c7c0-4fcf-beae-21d086de5ebe;;1961-05-02;;FLORDELIS DOS SANTOS DE SOUZA;;;;
b7d21540-70a1-4a21-9a9d-cd2b809d3449;;1973-12-15;;LUIZ ANTONIO DE SOUZA TEIXEIRA JUNIOR;;;;
88f6b23a-be68-481a-85a4-6f3a5308491d;;1985-09-04;;TALIRIA PETRONE SOARES;;;;
96032677-74f2-45e7-a90a-f17fbf83c6ed;;1976-11-22;;OTONI MOURA DE PAULO JUNIOR;;;;
ef46e20c-1dfb-4d3a-bcda-77d5914ddfea;;1965-06-21;;VINICIUS MEDEIROS FARAH;;;;
bebf6c05-fc8e-4a81-9439-ed5534053315;;1965-10-01;;GELSON DE AZEVEDO ALMEIDA;;;;
76fe3961-bc91-456f-91fa-abde685a2ca5;;1979-09-09;;GUTEMBERG REIS DE OLIVEIRA;;;;
30228754-b553-4075-8868-cc41a7016ca3;;1980-02-12;;JOAO CARLOS SOARES GURGEL;;;;
a982a0cf-b34c-43ad-aae8-13fb37f43d15;;1966-04-22;;JOZIEL FERREIRA CARLOS;;;;
e417a7b6-be7d-45e3-95dd-809a32cec500;;1976-10-02;;DANIELA MOTE DE SOUZA CARNEIRO;;;;
1ec16aff-e3d9-4ec4-b054-7c3dbf59bd36;;1944-10-18;;PAULO SERGIO RAMOS BARBOZA;;;;
c114139a-cb32-4751-a32d-2553e2628d43;;1970-12-06;;RODRIGO FELINTO IBARRA EPITACIO MAIA;;;;
85199193-7448-4681-81b0-6015a95d0555;;1967-12-04;;MARCELO RIBEIRO FREIXO;;;;
a0b00a1f-dced-47df-97ca-355162b9770d;;1980-09-01;;FABIANA SILVA DE SOUZA;;;;
958f45ff-01c0-49f5-8763-4daa9123276e;;1967-05-26;;FELICIO LATERCA DE ALMEIDA;;;;
34c24bba-da7b-47a3-b0d8-dbca0546f87d;;1982-08-02;;CARLOS ROBERTO COELHO DE MATTOS JUNIOR;;;;
788e1df6-05ce-41cc-a2da-892fdabb9403;;1981-04-30;;FLAVIO NANTES BOLSONARO;;;;
294b5767-4455-4b2b-b13a-c6b43c977521;;1969-03-28;;HELIO FERNANDO BARBOSA LOPES;;;;
18bc1f88-83b0-4469-907e-09273f556b35;;1977-10-12;;LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA;;;;
7621d4bd-fb87-4b51-8e96-f171a3a7d112;;1954-07-18;;WAGNER MONTES DOS SANTOS;;;;
8984f534-a695-4ce8-9d7c-da3bef29fa14;;1983-04-19;;PAULO GUSTAVO GANIME ALVES TEIXEIRA;;;;
ef3bc717-9990-4452-8de8-106761c8d450;;1962-04-26;;CHRISTINO AUREO DA SILVA;;;;
71ca9390-a8f1-471b-9c4a-6dbc71ac37fa;;1991-05-14;;CHRISTINE NOGUEIRA DOS REIS TONIETTO;;;;
cc0e1849-465f-4058-aa57-ea6572f76775;;1985-01-13;;WLADIMIR BARROS ASSED MATHEUS DE OLIVEIRA;;;;
60e6b49d-d707-45ed-81e2-d0a94d0c16d5;;1953-09-20;;JOAO DA SILVA MAIA;;;;
0d12f90d-ad5d-4b22-905b-726b0ca38a3c;;1956-06-12;;FERNANDO WANDERLEY VARGAS DA SILVA;;;;
4d2ba413-3c59-4b6e-9049-1a3c7a89380a;;1977-07-02;;EANN STYVENSON VALENTIM MENDES;;;;
d72094c8-a7e5-460f-9198-9ebb02506862;;1988-06-15;;NATALIA BASTOS BONAVIDES;;;;
eae6e3d3-c474-49b2-9169-09c0e11a6786;;1966-04-22;;LUIZ BENES LEOCADIO DE ARAUJO;;;;
636b8aa2-d42a-4f0f-88f3-1891a9e9a3c5;;1955-08-05;;ELIESER GIRAO MONTEIRO FILHO;;;;
f51992af-f2e3-49f0-90a2-bae9997c3583;;1977-01-09;;FABIO SALUSTINO MESQUITA DE FARIA;;;;
609a2222-e14b-4201-a27d-833cfea7b967;;1984-11-01;;LEONARDO BARRETO DE MORAES;;;;
3e6df285-58b8-44df-9cb5-240cf3a433df;;1974-03-12;;DIRLAINE JAQUELINE CASSOL;;;;
40300efd-90eb-4b0e-89b6-7093a1065eaf;;1959-06-23;;JOAO CHRISOSTOMO DE MOURA;;;;
f59f2c9e-7ad7-42f6-834e-cb22c4bfe09b;;1974-01-15;;SILVIA CRISTINA AMANCIO CHAGAS;;;;
ef89c773-681a-44e9-9019-fbbda2204706;;1948-05-16;;CONFUCIO AIRES MOURA;;;;
eb8426d9-e7ee-4d4e-83db-3bfeeab8c9fc;;1978-07-07;;MARCOS ROGERIO DA SILVA BRITO;;;;
3202e490-1f9a-43a7-936b-d0c0ec3fccc8;;1959-01-30;;MAURO NAZIF RASUL;;;;
2a83043e-cecd-466d-a896-67af2806b3a2;;1962-08-02;;ANTONIO MECIAS PEREIRA DE JESUS;;;;
e523000b-ca8a-4a2b-ada5-35c049cff3f5;;1973-04-20;;JOENIA BATISTA DE CARVALHO;;;;
8436cfb7-b82c-44e8-a663-a37a5447b38a;;1952-04-01;;EDIO VIEIRA LOPES;;;;
88c95cde-e5fd-46d0-a415-30ce13bf9daa;;1951-04-23;;FRANCISCO DE ASSIS RODRIGUES;;;;
62746ac4-e15c-4349-a06f-61f5d00b1d89;;1984-11-04;;SHERIDAN ESTERFANY OLIVEIRA DE ANCHIETA;;;;
10bc8709-e73b-4113-a180-87d6b9bb6890;;1981-07-21;;ANTONIO CARLOS NICOLETTI;;;;
e18bf5de-1a3c-495d-b36f-3df700a60ab2;;1977-08-18;;JOSE OTACI BARROSO DO NASCIMENTO;;;;
15d8f711-1f1f-4d11-a608-3df3b8601e48;;1953-11-05;;HAROLDO ALVES CAMPOS;;;;
e539608d-b67b-4c2e-b8f7-c217546a0aa7;;1969-01-12;;UBIRATAN ANTUNES SANDERSON;;;;
81277e50-819a-454a-903a-091c564c2ea9;;1963-07-21;;NEREU CRISPIM;;;;
9cf74cbe-534d-474f-9f73-5d2fc08acc74;;1979-07-26;;MAURICIO ALEXANDRE DZIEDRICKI;;;;
59714bad-c93c-41c3-bc7e-26c00d701474;;1962-04-25;;JOSE ALFONSO EBERT HAMM;;;;
08497423-cff3-47a2-9f71-1041e0cf0ac9;;1966-11-22;;MARIA DO ROSARIO NUNES;;;;
54a5dfe2-6850-4fad-891c-f3322891e3ae;;1985-08-11;;MARCEL VAN HATTEM;;;;
a7b30aaa-7b1d-4784-8acc-c76d2313060f;;1981-01-24;;LIZIANE BAYER DA COSTA;;;;
c3842f3c-c216-4dc4-9e69-57f9b1b5e475;;1975-09-25;;MARLON ARATOR SANTOS DA ROSA;;;;
caf36b11-fcd6-4c52-b23a-3ffed0b9c658;;1976-01-20;;JERONIMO PIZZOLOTTO GOERGEN;;;;
b802b513-18d4-4a11-923b-1977af9c2ca3;;1957-09-01;;ALCIBIO MESQUITA BIBO NUNES;;;;
1d6a32f8-9a97-4e2a-8e47-2dfba14d848f;;1986-04-11;;DANIEL TRZECIAK DUARTE;;;;
00cc623d-46a8-4d4f-8c5c-8ad5f6199400;;1950-12-19;;PEDRO BANDARRA WESTPHALEN;;;;
b4688e52-5e23-4fd4-b660-f2ecef2faf2c;;1962-05-02;;ELVINO JOSE BOHN GASS;;;;
cade5572-a47d-4061-b1b3-4c19dedb6d04;;1984-02-02;;FERNANDA MELCHIONNA E SILVA;;;;
fee72cec-1cac-44d7-8f70-b1ade1654635;;1979-07-08;;MARCELO PIRES MORAES;;;;
5b8bda9f-e6cc-43f9-a632-f6c11c2f9733;;1950-03-15;;PAULO RENATO PAIM;;;;
ca623ddf-732a-46f0-a682-0f29e1dc03da;;1981-05-26;;LUCAS BELLO REDECKER;;;;
825d8e1d-845f-4ef9-b62b-e949fa72f99c;;1960-01-18;;HENRIQUE FONTANA JUNIOR;;;;
d4babd19-3b94-4a4b-ba18-75504bbeab70;;1982-03-04;;DANIEL COSTA DE FREITAS;;;;
3389608f-7857-48c9-a4c3-0921d9881bd9;;1954-03-03;;HELIO FRANCISCO DA COSTA;;;;
04314ac4-3e7e-44f4-b520-f1891eb317f1;;1988-05-31;;FABIO LUIZ SCHIOCHET FILHO;;;;
322a4b0d-4d4f-40a7-a011-a6481892af26;;1961-08-11;;DARCI DE MATOS;;;;
ab8002e2-1017-44cb-afd2-1ea17afca5dd;;1981-12-04;;GILSON MARQUES VIEIRA;;;;
cd8bd83a-6da8-4a8c-8452-8cdb0ff3543e;;1957-06-23;;LUIZ ARMANDO SCHROEDER REIS;;;;
14547a32-18de-4cc0-8e6d-d5fc1c0934cc;;1953-12-20;;ANGELA REGINA HEINZEN AMIN HELOU;;;;
aa9cfaa5-bce8-41a5-8946-ec29e36ff55a;;1962-06-10;;CARMEN EMILIA BONFA ZANOTTO;;;;
0c8ed9b7-79c9-43b5-9cc5-c9d1e3c84ab2;;1953-01-27;;ROGERIO MENDONCA;;;;
60aa9b8d-5723-4896-8540-ce140a3a11ca;;1982-08-03;;CARLOS ALBERTO CHIODINI;;;;
e3099793-1c30-4c4d-96ee-f9af847f21e0;;1947-12-21;;ESPERIDIAO AMIN HELOU FILHO;;;;
05584b31-3a83-49d9-81f4-c090671f4e4b;;1986-01-09;;CAROLINE RODRIGUES DE TONI;;;;
3eb03e25-ec66-4bfc-a699-d19bc1463be1;;1980-06-29;;RODRIGO COELHO;;;;
9b3f9c0f-8f79-4d28-96f7-ccf1acda8e4b;;1977-09-28;;RICARDO ZANATTA GUIDI;;;;
9b3bebb0-0171-4bc9-bde1-357d15adc5cc;;1959-04-15;;LAERCIO JOSE DE OLIVEIRA;;;;
092312f0-ff29-43a7-bcea-502e914ac0b7;;1972-06-19;;FABIO HENRIQUE SANTANA DE CARVALHO;;;;
881101d4-5161-447b-a9cc-8a7f1779905f;;1975-03-04;;ALESSANDRO VIEIRA;;;;
6e4505f2-b8d9-41b4-a574-80f164cde8f8;;1950-09-28;;JOAO BOSCO DA COSTA;;;;
caf30e65-b048-457f-b770-57f6a0e42eb8;;1969-06-20;;JOSE VALDEVAN DE JESUS SANTOS;;;;
ec6d5275-0cbe-406f-a871-bc5c36cb95ce;;1982-02-16;;LUIZ AUGUSTO CARVALHO RIBEIRO FILHO;;;;
0057944d-d7d6-494d-b005-1963e33031f3;;1968-02-08;;ROGERIO CARVALHO SANTOS;;;;
fb219d67-1523-43a0-8d73-21b38a4d468d;;1973-12-12;;ANTONIO CEZAR CORREIA FREIRE;;;;
0957b9ba-5d0f-4d5a-84fb-00a59a0f826b;;1963-10-14;;ALEXANDRE FROTA DE ANDRADE;;;;
47051085-52a8-49b5-9955-219c70780536;;1957-06-05;;LUIZ FLAVIO GOMES;;;;
73ae0b0f-586d-4a60-9155-2e2eb0df27d9;;1980-08-17;;NICOLINO BOZZELLA JUNIOR;;;;
ccbacceb-efe9-4954-9034-4611c4979b31;;1972-04-04;;MARCOS ANTONIO PEREIRA;;;;
87dc7152-735d-4b2d-b45c-5466f5794602;;1994-06-08;;ENRICO VAN BLARCUM DE GRAAFF MISASI;;;;
cd43731d-c982-4cfe-a287-830e1c79243f;;1976-01-13;;EUGENIO JOSE ZULIANI;;;;
28f50e6a-11ec-4635-bff8-0d2190b5a069;;1969-03-04;;LUIZ PHILIPPE DE ORLEANS BRAGANCA;;;;
ab311fc4-d3c1-4992-928f-17a89728b24f;;1976-03-14;;ALENCAR SANTANA BRAGA;;;;
d995d114-1bcc-48a8-8e37-56e19b38a3e8;;1996-01-28;;KIM PATROCA KATAGUIRI;;;;
000bdcc9-52cb-4360-91fb-286d99ba0216;;1976-04-04;;KATIA DA SILVA SASTRE;;;;
33f2c2f3-4c9c-40e9-bcf6-6eaa6b88d4c5;;1976-01-13;;ADRIANO ELI CORREA;;;;
bab05c9a-99cc-4e1c-ae19-bce8989f732b;;1980-03-07;;CARLA ZAMBELLI SALGADO;;;;
c78937b5-b8be-4e6b-b0d5-c4f3674fa9ed;;1978-01-29;;JOICE CRISTINA HASSELMANN;;;;
ec8d57ea-2cec-43f5-aa45-8ff19d1e0333;;1965-01-10;;MARIA DO PARTO MENDES ROSAS;;;;
b46453a1-f5bb-4c04-a092-55044f8a3ab9;;1962-09-16;;MILTON VIEIRA PINTO;;;;
2e6fa665-7c6b-4201-8f45-474cd77f037e;;1989-08-22;;SAMIA DE SOUZA BOMFIM;;;;
4caec8a6-a025-49c8-b719-000832d33c19;;1971-09-14;;ALEXANDRE ROCHA SANTOS PADILHA;;;;
3c41d3a9-cd93-44ef-9ea7-b0f82c9ffe7d;;1984-10-10;;GUILHERME MURARO DERRITE;;;;
ce2342e3-aa86-4eea-b37e-5b427bef1d66;;1969-08-05;;ROSANA DE OLIVEIRA VALLE;;;;
160ee59a-d72b-45d6-b575-373ee5d3e987;;1961-11-13;;JOSE GUILHERME NEGRAO PEIXOTO;;;;
db200c1c-fad6-4399-ad78-bff233bd6bd3;;1977-12-12;;RODRIGO ANTONIO DE AGOSTINHO MENDONCA;;;;
5fd92261-c51b-41a2-bf01-30409e577b61;;1986-01-31;;VINICIUS LAZZER POIT;;;;
0e271ade-006a-459a-9354-ae4fbb33135d;;1968-04-30;;MARCO AURELIO BERTAIOLLI;;;;
e3c4d782-3b24-43d9-9d3d-353a3bbe3a62;;1969-06-03;;ADRIANA MIGUEL VENTURA;;;;
e21821b8-5485-4c5f-b111-e4827b62a8d0;;1993-11-14;;TABATA CLAUDIA AMARAL DE PONTES;;;;
b4917bf3-ea9b-4590-a1e8-c90ed0f5bdef;;1954-06-08;;ROBERTO SEBASTIAO PETERNELLI JUNIOR;;;;
b6635ff0-cef6-486d-bf0f-607c78011dcb;;1943-11-26;;RUI GOETHE DA COSTA FALCAO;;;;
73bca155-0a34-43de-bc77-813e9222073b;;1965-09-30;;MARCIO TADEU ANHAIA DE LEMOS;;;;
0579ac20-cf05-471a-b137-2314807a88f0;;1973-12-21;;DAVID BEZERRA RIBEIRO SOARES;;;;
f89c10a2-ad25-4093-90db-57f741b7f8cb;;1972-12-10;;MARCO ANTONIO FELICIANO;;;;
723c8e01-8c26-4014-b65c-2e27fa30bc4a;;1966-06-11;;PAULO SERGIO ABOU ANNI;;;;
7fd5f6d3-c1ca-41f7-a8e6-4da47b90b7c6;;1959-04-24;;LUIZ CARLOS MOTTA;;;;
838d5981-5fa3-43bd-96ae-aa941a540700;;1967-08-19;;ALEXIS JOSEPH STEVERLYNCK FONTEYNE;;;;
f94b4f45-8830-4b3e-bdee-7cca7bb87d43;;1988-04-08;;TIAGO BRAGA PEREIRA;;;;
8ac4437a-b551-4f14-823f-9b333a1e63f5;;1963-04-16;;OSIRES RODRIGUES DAMASO;;;;
a4122fda-bbf6-469c-ae4e-9842a34bb08d;;1960-01-09;;ELI DIAS BORGES;;;;
5080084d-ec12-4010-a9df-95c11c1c5472;;1966-04-28;;CARLOS EDUARDO TORRES GOMES;;;;
611aeb48-fc84-4ec9-aab6-9208c0bfa9c5;;1983-03-02;;IRAJA SILVESTRE FILHO;;;;
36fcb324-0d48-4453-abfb-2b370f126c02;;1953-08-13;;CELIO ALVES DE MOURA;;;;
